DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-002120,GAK,GAK_SKIN,,910932,Unknown,Sanger,,,,,,CVCL_1225,lymph_node,Metastasis,Skin Cancer,Melanoma,,SIDM00543,325,,skin,melanoma,,
ACH-002121,GMEL,GMEL_SKIN,,1240130,Unknown,Sanger,,,,,,CVCL_W798,skin,,Skin Cancer,Melanoma,,SIDM00129,1981,,skin,melanoma,,
ACH-002143,ISTMEL1,ISTMEL1_SKIN,,907172,Unknown,Sanger,,,,,,CVCL_1308,skin,,Skin Cancer,Melanoma,,SIDM00225,1501,,skin,melanoma,,
ACH-002147,K2,K2_SKIN,,1298160,Unknown,Sanger,,,,,,CVCL_AT85,skin,,Skin Cancer,Melanoma,,SIDM00126,1980,,skin,melanoma,,
ACH-002152,LB2518MEL,LB2518MEL_SKIN,,753579,Unknown,Sanger,,,,,,CVCL_1366,skin,,Skin Cancer,Melanoma,,SIDM00185,1464,,skin,melanoma,,
ACH-002153,LB373MELD,LB373MELD_SKIN,,753581,Unknown,Sanger,,,,,,CVCL_1367,skin,,Skin Cancer,Melanoma,,SIDM00184,659,,skin,melanoma,,
ACH-002162,MMACSF,MMACSF_SKIN,,925339,Unknown,Sanger,,,,,,CVCL_1420,ascites,,Skin Cancer,Melanoma,,SIDM01242,30,,skin,melanoma,,
ACH-002165,MZ2MEL,MZ2MEL_SKIN,,971777,Unknown,Sanger,,,,,,CVCL_1435,skin,,Skin Cancer,Melanoma,,SIDM00179,31,,skin,melanoma,,
ACH-002166,MZ7MEL,MZ7MEL_SKIN,,753596,Unknown,Sanger,,,,,,CVCL_1436,skin,Metastasis,Skin Cancer,Melanoma,,SIDM00516,296,,skin,melanoma,,
ACH-002205,WM1552C,WM1552C_SKIN,,1299078,Unknown,Sanger,,,,,,CVCL_6472,skin,,Skin Cancer,Melanoma,,SIDM00976,1155,,skin,melanoma,,
ACH-002206,WM278,WM278_SKIN,,1240226,Unknown,Sanger,,,,,,CVCL_6473,skin,,Skin Cancer,Melanoma,,SIDM00975,2155,,skin,melanoma,,
ACH-002207,WM35,WM35_SKIN,,1299080,Unknown,Sanger,,,,,,CVCL_0580,skin,,Skin Cancer,Melanoma,,SIDM00974,1156,,skin,melanoma,,
ACH-002338,M980513,M980513_SKIN,,,Unknown,Sanger,,,,,,CVCL_S675,lymph_node,Metastasis,Skin Cancer,Melanoma,,SIDM00177,,,skin,melanoma,,
ACH-002386,M00921,M00921_SKIN,,,Unknown,Sanger,,,,,,CVCL_S808,skin,Metastasis,Skin Cancer,Melanoma,,SIDM00178,,,skin,melanoma,,
ACH-002387,M1203273,M1203273_SKIN,,,Unknown,Sanger,,,,,,CVCL_VS56,skin,,Skin Cancer,Melanoma,,SIDM00013,,,skin,melanoma,,
ACH-002388,MET2B,MET2B_SKIN,,,Unknown,Sanger,,,,,,CVCL_VS57,skin,,Skin Cancer,Melanoma,,SIDM00221,,,skin,melanoma,,
ACH-002458,HT144SKINFV1,HT144_SKIN_FV1_RESISTANT,HT144_Dab,,Male,Academic lab,2,-3.343694342,Adherent,RPMI 1640 + 10% FBS + PenStrepGlut,74.2,,skin,,Skin Cancer,Melanoma,29,,,Drug resistance: Dabrafenib,skin,melanoma,,
ACH-002459,HT144SKINFV3,HT144_SKIN_FV3_RESISTANT,HT144_Dab_Tram,,Male,Academic lab,2,-3.13338783,Adherent,RPMI 1640 + 10% FBS + PenStrepGlut,85.8,,skin,,Skin Cancer,Melanoma,29,,,Drug resistance: Dabrafenib and Trametinib,skin,melanoma,,
ACH-002460,HT144SKINFV2,HT144_SKIN_FV2_RESISTANT,HTT144_Dab_Rox,,Male,Academic lab,1,-3.685800707,Adherent,RPMI 1640 + 10% FBS + PenStrepGlut,86.4,,skin,,Skin Cancer,Melanoma,29,,,Drug resistance: Dabrafenib and Roxadustat,skin,melanoma,,
ACH-002461,RVH421SKINFV1,RVH421_SKIN_FV1_RESISTANT,RVH421_Dab,,Male,Academic lab,,,,,,,central_nervous_system,,Skin Cancer,Melanoma,,,,Drug resistance: Dabrafenib,skin,melanoma,,
ACH-002508,WM3211,WM3211_SKIN,,,Female,Academic lab,2,-4.302343429,Adherent,RPMI 1640 +10% FBS,43,,lymph_node,Metastasis,Skin Cancer,"Melanoma, acral",34,,,,skin,melanoma,acral,
ACH-002509,WM4235,WM4235_SKIN,,,Unknown,Academic lab,,,,,,,skin,Metastasis,Skin Cancer,"Melanoma, acral",,,,,skin,melanoma,acral,
ACH-002510,M040416,M040416_SKIN,,,Male,Academic lab,2,-4.241705803,Adherent,RPMI 1640 +10% FBS,47,,skin,Metastasis,Skin Cancer,"Melanoma, acral",54,,,,skin,melanoma,acral,
ACH-000580,C32,C32_SKIN,,906830,Male,ATCC,2,-3.442187665,Adherent,EMEM + 10% FBS + 0.1mM NEAA,66.1,CVCL_1097,skin,Primary,Skin Cancer,"Melanoma, amelanotic",53,SIDM00890,2242,,skin,melanoma,amelanotic,
ACH-000799,HS695T,HS695T_SKIN,,,Male,ATCC,2,-3.063505404,Adherent,EMEM + 10% FBS,62.2,CVCL_0851,lymph_node,Metastasis,Skin Cancer,"Melanoma, amelanotic",26,,,,skin,melanoma,amelanotic,
ACH-000884,MDAMB435S,MDAMB435S_SKIN,,,Unknown,ATCC,2,-4.097782734,,RPMI + 10% FBS,77.2,CVCL_0622,skin,Metastasis,Skin Cancer,"Melanoma, amelanotic",31,SIDM01222,,,skin,melanoma,amelanotic,
ACH-001563,MM127,MM127_SKIN,,,Male,Sigma-Aldrich,2,-3.566818729,Adherent,RPMI 1640 + 10% FBS (with 2 mM L-Glutamine + 25 mM HEPES),63.2,CVCL_2601,skin,Metastasis,Skin Cancer,"Melanoma, amelanotic",,,,,skin,melanoma,amelanotic,
ACH-002159,M14,M14_SKIN,,905975,Unknown,Sanger,,,,,,CVCL_1395,skin,Metastasis,Skin Cancer,"Melanoma, amelanotic",,SIDM00003,586,,skin,melanoma,amelanotic,
ACH-002511,M140325,M140325_SKIN,,,Female,Academic lab,,,,,,,skin,Primary,Skin Cancer,"Melanoma, mucosal",64,,,,skin,melanoma,mucosal,
ACH-000025,CH157MN,CH157MN_CENTRAL_NERVOUS_SYSTEM,,,Female,Academic lab,2,-4.186946841,not found,not found,92.8,CVCL_5723,central_nervous_system,,Brain Cancer,Meningioma,,,,,central_nervous_system,meningioma,,
ACH-000629,IOMMLEE,IOMMLEE_CENTRAL_NERVOUS_SYSTEM,IOMM-LEE,,Male,Academic lab,,,,,,CVCL_5779,central_nervous_system,,Brain Cancer,Meningioma,,,,,central_nervous_system,meningioma,,
ACH-001067,F5,F5_CENTRAL_NERVOUS_SYSTEM,,,Male,Academic lab,2,-3.377245283,not found,not found,55.3,CVCL_V616,central_nervous_system,,Brain Cancer,Meningioma,,,,,central_nervous_system,meningioma,,
ACH-001122,MKL1,MKL1_SKIN,MKL-1,,Male,Academic lab,,,,,,CVCL_2600,lymph_node,Metastasis,Skin Cancer,Merkel Cell Carcinoma,,,,,skin,merkel_cell_carcinoma,,
ACH-001123,MKL2,MKL2_SKIN,MKL-2,,Male,Academic lab,,,,,,CVCL_D027,skin,,Skin Cancer,Merkel Cell Carcinoma,,,,,skin,merkel_cell_carcinoma,,
ACH-001131,MSDASH1,MS1_SKIN,MS-1,753594,Unknown,Academic lab,,,,,,CVCL_E995,autonomic_ganglia,Metastasis,Skin Cancer,Merkel Cell Carcinoma,,SIDM00408,674,,skin,merkel_cell_carcinoma,,
ACH-001170,PETA,PETA_SKIN,,,Unknown,Academic lab,,,,,,CVCL_LC73,skin,,Skin Cancer,Merkel Cell Carcinoma,,,,,skin,merkel_cell_carcinoma,,
ACH-001550,MCC13,MCC13_SKIN,,,Female,Sigma-Aldrich,2,-3.908089887,Adherent,RPMI 1640 + 15% FBS (with 2 mM L-Glutamine + 25 mM HEPES),57,CVCL_2583,lymph_node,Metastasis,Skin Cancer,Merkel Cell Carcinoma,,SIDM00007,,,skin,merkel_cell_carcinoma,,
ACH-001551,MCC142,MCC142_SKIN,,,Male,Sigma-Aldrich,2,-4.69696873,Adherent,RPMI 1640 + 15% FBS (with 2 mM L-Glutamine + 25 mM HEPES),89.3,CVCL_2584,lymph_node,Metastasis,Skin Cancer,Merkel Cell Carcinoma,80,,,,skin,merkel_cell_carcinoma,,
ACH-001552,MCC26,MCC26_SKIN,,,Female,Sigma-Aldrich,2,-2.652207743,Adherent,RPMI 1640 + 15% FBS (with 2 mM L-Glutamine + 25 mM HEPES),50.7,CVCL_2585,skin,Primary,Skin Cancer,Merkel Cell Carcinoma,,SIDM00006,,,skin,merkel_cell_carcinoma,,
ACH-000086,ACCMESO1,ACCMESO1_PLEURA,,,Female,RIKEN,2,-4.054069395,,RPMI + 10% FBS + Glutamax + Sodium pyruvate,78.6,CVCL_5113,pleura,,Lung Cancer,Mesothelioma,61,,,,lung,mesothelioma,,
ACH-000092,NCIH2452,NCIH2452_PLEURA,,908462,Male,ATCC,2,-4.021094544,Adherent,RPMI + 10% FBS,85.7,CVCL_1553,pleura,Metastasis,Lung Cancer,Mesothelioma,,SIDM00722,624,,lung,mesothelioma,,
ACH-000153,NCIH2052,NCIH2052_PLEURA,,688058,Male,ATCC,1,-2.704543704,Adherent,RPMI + 10% FBS,69.5,CVCL_1518,pleural_effusion,Metastasis,Lung Cancer,Mesothelioma,65,SIDM00713,1485,,lung,mesothelioma,,
ACH-000319,MPP89,MPP89_PLEURA,,908150,Male,ICLC,2,-4.009180261,,DMEM + 10% FBS,55.8,CVCL_1427,pleural_effusion,,Lung Cancer,Mesothelioma,67,SIDM00222,2255,,lung,mesothelioma,,
ACH-000331,ISTMES2,ISTMES2_PLEURA,IST-MES-2,,Male,ICLC,2,-4.141258849,Adherent,DMEM + 10% FBS + 2mM L-glutamine + NEAA,63.8,CVCL_1312,pleural_effusion,,Lung Cancer,Mesothelioma,71,,,,lung,mesothelioma,,
ACH-000335,MSTO211H,MSTO211H_PLEURA,,908152,Male,ATCC,2,-2.299388983,Adherent,RPMI + 10% FBS,80.5,CVCL_1430,pleural_effusion,Metastasis,Lung Cancer,Mesothelioma,62,SIDM00640,209,,lung,mesothelioma,,
ACH-000569,ISTMES1,ISTMES1_PLEURA,,907173,Female,ICLC,0,-2.111102216,Adherent,DMEM + 10% FBS + 2mM Glutamax,80,CVCL_1311,pleural_effusion,Primary,Lung Cancer,Mesothelioma,70,SIDM00224,1001,,lung,mesothelioma,,
ACH-000645,JL1,JL1_PLEURA,,,Male,DSMZ,2,-4.293241452,,DMEM + 20% FBS,60.5,CVCL_2080,pleura,Primary,Lung Cancer,Mesothelioma,54,,,,lung,mesothelioma,,
ACH-000648,NCIH28,NCIH28_PLEURA,,908470,Male,ATCC,2,-3.123796787,Adherent,RPMI + 10% FBS,42,CVCL_1555,pleural_effusion,Metastasis,Lung Cancer,Mesothelioma,48,SIDM00720,1199,,lung,mesothelioma,,
ACH-001555,MERO14,MERO14_PLEURA,,,Male,Sigma-Aldrich,2,-2.463409362,Adherent,Ham's F10 + 15% FBS + 2mM Glutamine,85.5,CVCL_2590,pleural_effusion,Primary,Lung Cancer,Mesothelioma,60,,,,lung,mesothelioma,,
ACH-001556,MERO25,MERO25_PLEURA,,,Male,Sigma-Aldrich,2,-3.28236166,Adherent,Ham's F10 + 15% FBS + 2mM Glutamine,93.2,CVCL_2591,pleural_effusion,Primary,Lung Cancer,Mesothelioma,60,,,,lung,mesothelioma,,
ACH-001557,MERO41,MERO41_PLEURA,,,Male,Sigma-Aldrich,,,,,,CVCL_2592,pleural_effusion,Primary,Lung Cancer,Mesothelioma,60,,,,lung,mesothelioma,,
ACH-001558,MERO48A,MERO48A_PLEURA,,,Male,Sigma-Aldrich,,,,,,CVCL_2593,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,,,lung,mesothelioma,,
ACH-001559,MERO82,MERO82_PLEURA,,,Unknown,Sigma-Aldrich,1,-2.850653845,Adherent,Ham's F10 + 15% FBS + 2mM Glutamine,91.2,CVCL_2594,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,,,lung,mesothelioma,,
ACH-001560,MERO83,MERO83_PLEURA,,,Male,Sigma-Aldrich,,,,,,CVCL_2595,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,,,lung,mesothelioma,,
ACH-001561,MERO84,MERO84_PLEURA,,,Male,Sigma-Aldrich,,,,,,CVCL_2596,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,,,lung,mesothelioma,,
ACH-001562,MERO95,MERO95_PLEURA,,,Male,Sigma-Aldrich,,,,,,CVCL_2597,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,,,lung,mesothelioma,,
ACH-002123,H2369,H2369_PLEURA,,1290808,Unknown,Sanger,,,,,,CVCL_A532,lung,,Lung Cancer,Mesothelioma,,SIDM00104,165,,lung,mesothelioma,,
ACH-002124,H2373,NCIH2373_PLEURA,,1290809,Unknown,Sanger,,,,,,CVCL_A533,lung,,Lung Cancer,Mesothelioma,,SIDM00103,1797,,lung,mesothelioma,,
ACH-002125,H2461,NCIH2461_PLEURA,,1290810,Unknown,Sanger,,,,,,CVCL_A536,lung,,Lung Cancer,Mesothelioma,,SIDM00102,1508,,lung,mesothelioma,,
ACH-002126,H2591,NCIH2591_PLEURA,,1240131,Unknown,Sanger,,,,,,CVCL_A543,lung,,Lung Cancer,Mesothelioma,,SIDM00101,1509,,lung,mesothelioma,,
ACH-002127,H2595,NCIH2595_PLEURA,,1240132,Unknown,Sanger,,,,,,CVCL_A545,lung,,Lung Cancer,Mesothelioma,,SIDM00100,51,,lung,mesothelioma,,
ACH-002128,H2722,NCIH2722_PLEURA,,1290812,Unknown,Sanger,,,,,,CVCL_U994,lung,,Lung Cancer,Mesothelioma,,SIDM00099,1798,,lung,mesothelioma,,
ACH-002129,H2731,NCIH2731_PLEURA,,1240134,Unknown,Sanger,,,,,,CVCL_U995,lung,,Lung Cancer,Mesothelioma,,SIDM00098,1074,,lung,mesothelioma,,
ACH-002130,H2795,NCIH2795_PLEURA,,1290813,Unknown,Sanger,,,,,,CVCL_U996,lung,,Lung Cancer,Mesothelioma,,SIDM00154,1971,,lung,mesothelioma,,
ACH-002131,H2803,NCIH2803_PLEURA,,1240135,Unknown,Sanger,,,,,,CVCL_U997,lung,,Lung Cancer,Mesothelioma,,SIDM00309,52,,lung,mesothelioma,,
ACH-002132,H2804,NCIH2804_PLEURA,,1240136,Unknown,Sanger,,,,,,CVCL_U998,lung,,Lung Cancer,Mesothelioma,,SIDM00310,882,,lung,mesothelioma,,
ACH-002133,H2810,NCIH2810_PLEURA,,1240137,Unknown,Sanger,,,,,,CVCL_U999,lung,,Lung Cancer,Mesothelioma,,SIDM00311,591,,lung,mesothelioma,,
ACH-002134,H2818,NCIH2818_PLEURA,,1290814,Unknown,Sanger,,,,,,CVCL_V000,lung,,Lung Cancer,Mesothelioma,,SIDM00520,2254,,lung,mesothelioma,,
ACH-002135,H2869,NCIH2869_PLEURA,,1240138,Unknown,Sanger,,,,,,CVCL_V001,lung,,Lung Cancer,Mesothelioma,,SIDM00519,309,,lung,mesothelioma,,
ACH-002136,H290,H290_PLEURA,,1240139,Unknown,Sanger,,,,,,CVCL_A555,lung,,Lung Cancer,Mesothelioma,,SIDM00518,742,,lung,mesothelioma,,
ACH-002066,HSSCH2,HSSCH2_CENTRAL_NERVOUS_SYSTEM,,,Female,RIKEN,,,,,,,central_nervous_system,Primary,Sarcoma,MPNST,54,,,,central_nervous_system,MPNST,,
ACH-000302,SNU1077,SNU1077_ENDOMETRIUM,,,Female,KCLB,2,-4.957699087,,RPMI + 10% FBS,86.8,CVCL_5007,endometrium,Primary,Endometrial/Uterine Cancer,Mullerian Carcinoma,60,SIDM00166,,,uterus,mullerian_carcinoma,,
ACH-000024,OPM2,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909249,Female,DSMZ,2,-3.992180718,Suspension,RPMI + 10% FBS,71.9,CVCL_1625,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,56,SIDM00457,112,,plasma_cell,multiple_myeloma,,
ACH-000057,OPM1,OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,Academic lab,,,,,,CVCL_5210,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,SIDM00456,,,plasma_cell,multiple_myeloma,,
ACH-000183,L363,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,924239,Female,DSMZ,2,-4.327525264,Suspension,RPMI + 15% FBS,94.9,CVCL_1357,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,36,SIDM00312,2224,,plasma_cell,multiple_myeloma,,
ACH-000193,KARPAS620,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327775,Female,DSMZ,,,,,,CVCL_1823,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,77,SIDM01006,184,,plasma_cell,multiple_myeloma,,
ACH-000204,LP1,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907791,Female,HSRRB,2,-2.115323782,,IMDM + 10% FBS,95.2,CVCL_0012,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,56,SIDM00340,1794,,plasma_cell,multiple_myeloma,,
ACH-000363,SKMM2,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753612,Male,DSMZ,2,-4.718427379,,RPMI + 10% FBS,95.3,CVCL_1699,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,54,SIDM00391,1003,,plasma_cell,multiple_myeloma,,
ACH-000380,KMS12BM,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907281,Female,DSMZ,0,-0.195610131,Suspension,RPMI + 20% FBS,97.2,CVCL_1334,bone_marrow,Primary,Myeloma,Multiple Myeloma,64,SIDM01020,2087,,plasma_cell,multiple_myeloma,,
ACH-000419,KMS28BM,KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,HSRRB,,,,,,CVCL_2994,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,77,,,,plasma_cell,multiple_myeloma,,
ACH-000426,KMS20,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,HSRRB,2,-2.656321218,Suspension,RPMI + 10% FBS,44.6,CVCL_2990,bone_marrow,Primary,Myeloma,Multiple Myeloma,65,,,,plasma_cell,multiple_myeloma,,
ACH-000436,OCIMY7,OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-MY7,,Unknown,Academic lab,2,-2.740178187,Suspension,RPMI; 10% FBS,82.5,CVCL_E333,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,,,,plasma_cell,multiple_myeloma,,
ACH-000453,MOLP2,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_2123,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,55,,,,plasma_cell,multiple_myeloma,,
ACH-000512,INA6,INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,INA-6,,Male,Academic lab,1,-2.184557364,not found,not found,98.5,CVCL_5209,pleural_effusion,,Myeloma,Multiple Myeloma,,,,,plasma_cell,multiple_myeloma,,
ACH-000541,KMS34,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,HSRRB,1,-2.155246269,,RPMI + 10% FBS,97.4,CVCL_2996,pleural_effusion,Primary,Myeloma,Multiple Myeloma,60,,,,plasma_cell,multiple_myeloma,,
ACH-000564,KHM1B,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,,,,,,CVCL_2972,pleural_effusion,Primary,Myeloma,Multiple Myeloma,53,,,,plasma_cell,multiple_myeloma,,
ACH-000576,KMS27,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,2,-2.714293549,Suspension,RPMI + 10% FBS,89,CVCL_2993,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,52,,,,plasma_cell,multiple_myeloma,,
ACH-000588,KMS26,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,2,-3.51697375,Suspension,RPMI + 10% FBS,76.1,CVCL_2992,pleural_effusion,Primary,Myeloma,Multiple Myeloma,50,,,,plasma_cell,multiple_myeloma,,
ACH-000598,KMS21BM,KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,,,,,,CVCL_2991,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,62,,,,plasma_cell,multiple_myeloma,,
ACH-000653,JJN3,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327766,Female,DSMZ,2,-3.691308299,,DMEM:IMDM (1:1) + 20% FBS,97.6,CVCL_2078,bone_marrow,Primary,Myeloma,Multiple Myeloma,57,SIDM01036,905,,plasma_cell,multiple_myeloma,,
ACH-000658,KMS18,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,2,-3.414865658,Suspension,RPMI; 10% FBS,90.5,CVCL_A637,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,58,,,,plasma_cell,multiple_myeloma,,
ACH-000714,KMS11,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1659817,Female,HSRRB,1,-2.759120466,Adherent,RPMI + 10% FBS,96.1,CVCL_2989,pleural_effusion,Primary,Myeloma,Multiple Myeloma,67,SIDM00608,1308,,plasma_cell,multiple_myeloma,,
ACH-000745,MOLP8,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330950,Male,DSMZ,,,,,,CVCL_2124,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,52,SIDM00434,924,,plasma_cell,multiple_myeloma,,
ACH-000763,MM1S,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1659818,Female,Academic lab,2,-2.802760252,Mixed adherent and suspension,RPMI + 10% FBS,93.1,CVCL_8792,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,,SIDM01265,995,,plasma_cell,multiple_myeloma,,
ACH-000821,EJM,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297447,Female,DSMZ,2,-3.018373161,Suspension,IMDM + 10% FBS,76.1,CVCL_2030,ascites,Primary,Myeloma,Multiple Myeloma,58,SIDM01048,567,,plasma_cell,multiple_myeloma,,
ACH-000829,HUNS1,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,2,-3.234529374,Suspension,RPMI + 15% FBS,70.2,CVCL_2526,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,,,,plasma_cell,multiple_myeloma,,
ACH-000854,OCIMY5,OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Academic lab,1,-2.70872009,not found,not found,45.9,CVCL_E332,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,,,,plasma_cell,multiple_myeloma,,
ACH-000889,KMM1,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,2,-3.80182347,,RPMI + 10% FBS,93.7,CVCL_2981,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,62,,,,plasma_cell,multiple_myeloma,,
ACH-001043,COLO775,COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,,,,,,,CVCL_1996,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,57,,,,plasma_cell,multiple_myeloma,,
ACH-001094,HTK,HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,ECACC,,,,,,CVCL_2522,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,SIDM00805,,,plasma_cell,multiple_myeloma,,
ACH-001162,PCM6,PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,RIKEN,,,,,,CVCL_4666,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,,,,,plasma_cell,multiple_myeloma,,
ACH-001541,KMS28PE,KMS28PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,JCRB,,,,,,CVCL_2995,pleural_effusion,Primary,Myeloma,Multiple Myeloma,77,,,,plasma_cell,multiple_myeloma,,
ACH-000050,NCIH929,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,724825,Female,ATCC,,,,,,CVCL_1600,pleural_effusion,Metastasis,Myeloma,"Multiple Myeloma, plasmacytoma",62,SIDM01148,1230,,plasma_cell,multiple_myeloma,plasmacytoma,
ACH-000626,U266B1,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753615,Male,ATCC,,,,,,CVCL_0566,haematopoietic_and_lymphoid_tissue,,Myeloma,"Multiple Myeloma, plasmacytoma",53,SIDM00417,1635,,plasma_cell,multiple_myeloma,plasmacytoma,
ACH-000817,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905964,Male,ATCC,2,-2.796640149,Suspension,RPMI + 10% FBS,60.7,CVCL_0014,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,"Multiple Myeloma, plasmacytoma",61,SIDM00087,705,,plasma_cell,multiple_myeloma,plasmacytoma,
ACH-000838,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1295741,Female,DSMZ,1,-3.400869015,Suspension,RPMI + 10% FBS,63,CVCL_1806,ascites,Primary,Myeloma,"Multiple Myeloma, plasmacytoma",64,SIDM00993,1204,,plasma_cell,multiple_myeloma,plasmacytoma,
ACH-002289,NK92MI,NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330981,Unknown,Sanger,,,,,,CVCL_3755,haematopoietic_and_lymphoid_tissue,,Leukemia,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma,,SIDM01201,424,,blood,NKC,,
ACH-002317,YT,YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,946358,Unknown,Sanger,,,,,,CVCL_1797,pericardial_effusion,,Leukemia,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma,,SIDM00410,1521,,blood,NKC,,
ACH-000010,NCIH2077,NCIH2077_LUNG,NCI-H1581,,Male,Academic lab,,,,,,CVCL_5157,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000012,HCC827,HCC827_LUNG,,1240146,Female,ATCC,3,-4.242997806,Adherent,RPMI + 10% FBS,87.3,CVCL_2063,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",39,SIDM01067,354,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000021,NCIH1693,NCIH1693_LUNG,,687802,Female,ATCC,4,-3.650513454,Adherent,RPMI + 10% FBS,85.9,CVCL_1488,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",55,SIDM00742,634,,lung,NSCLC,NSCLC_adenocarcinoma,
